DEP Open Series 3 Race 1,Football Stadium,999,999.999,izis,NO_DATA
DEP Open Series 3 Race 2,Football Stadium,999,999.999,izis,NO_DATA
DEP Open Series 3 Race 3,Karting Track,150,123.100,izis,CzechRepublic,TBSSpec,2021/07/04
DEP Open Series 3 Race 4,Football Stadium,176,83.997,izis,CzechRepublic,TBSSpec,2021/07/04
DEP Open Series 3 Race 5,Football Stadium,163,104.337,izis,CzechRepublic,TBSSpec,2021/06/21
DEP Open Series 3 Race 6,Football Stadium,118,120.268,izis,CzechRepublic,TBSSpec,2021/03/21
DEP Open Series 3 Race 7,Football Stadium,172,122.995,izis,CzechRepublic,TBSSpec,2021/03/21
DEP Open Series 4 Race 1,Football Stadium,155,111.752,izis,CzechRepublic,TBSSpec,2021/04/09
DEP Open Series 4 Race 2,Football Stadium,999,999.999,izis,NO_DATA
DEP Open Series 4 Race 3,Football Stadium,157,97.002,izis,CzechRepublic,TBSSpec,2021/07/05
DEP Open Series 4 Race 4,Football Stadium,130,115.571,izis,CzechRepublic,TBSSpec,2021/07/05
DEP Open Series 4 Race 5,Football Stadium,185,92.668,izis,CzechRepublic,TBSSpec,2021/08/01
DEP Open Series 4 Race 6,Football Stadium,999,999.999,izis,NO_DATA
DEP Open Series 4 Race 7,Football Stadium,999,999.999,izis,NO_DATA
VRL Season 3 Track 1,Empty Scene Day,999,999.999,izis,NO_DATA
VRL Season 3 Track 2,Empty Scene Day,108,94.442,izis,CzechRepublic,Ossa,2020/12/17
VRL Season 3 Track 3,Empty Scene Day,32,103.414,izis,CzechRepublic,Ossa,2020/12/21
VRL Season 3 Track 4,Empty Scene Day,44,122.950,izis,CzechRepublic,Ossa,2020/12/21
VRL Season 3 Track 5,Empty Scene Day,54,99.431,izis,CzechRepublic,Ossa,2020/12/22
VRL Season 3 Track 6,Empty Scene Day,999,999.999,izis,NO_DATA
