frteskesc,26,2072.036
eedok,26,2509.948
DracFPV,24,1328.361
NotSure,24,2065.710
VitalyMi85,24,2323.595
RIVALSGMoney,23,1404.949
RIVALSDreadPool,23,1667.781
ibor24,23,1813.845
OliHawk,22,1216.857
RIVALSDutch,22,1483.292
Musilex,22,1893.975
ChainsawFPV,22,2087.057
MoFPV!,22,2419.694
WerdnaFPV,21,1131.079
Lucky22,21,1965.799
RoflcopterStL,21,1967.989
FlossIsBoss,21,1975.627
=AJ=,21,2383.160
DirtyMuffin,20,1086.669
TriBull,20,1399.257
WinterRanger,20,1490.163
Bree,20,1548.536
DragonFlyte,20,2379.181
bigoilyguy,18,1991.591
Symplexfpv,18,2356.768
DAFFPV,17,1307.636
RIVALSKneeDown,17,1340.992
JR138,17,1402.531
JWWFPV,17,1594.725
Swoop2613,17,1667.341
DeMoNse3d,17,1685.010
NoahLikeTheArk,17,1861.143
Crashin2416,17,2006.238
Screecher_FPV,16,1108.239
stogie,16,1475.051
MaxMarvelous,16,1636.447
ZeeQueue,16,1759.747
MLDRAyyyKayyy,15,968.404
Saqoosha,15,1058.406
OrigDragon,15,1129.384
ejectfpv865,15,1242.656
PEZ_FPV,15,2233.003
TakaNii,15,2291.605
SolidFpv,14,879.763
Femto_Chungus,14,918.348
ReSp4wN,14,986.078
Darksilver,14,1120.729
DrChabFPVQE,14,1158.432
ETERNAL☆GOODVIBES,14,1273.093
Tesch408,14,2272.622
